Keys,English,Vietnamese,Chinese (Simplified),$Chinese (Traditional),Japanese,French,German,Spanish,Portuguese [pt-PT],Arabic,Russian,Korean,Italian,Hindi,Philipine [tl],Indo,Thai,Turkis
TXT_REFERRAL,Referral,Giới Thiệu,转介,,紹介,Référence,Verweisung,Remisión,Referência,الإحالة,Направление,추천,Rinvio,रेफ़रल,Referral,Rujukan,การอ้างอิง,Sevk
TXT_REFRESH_IN,Refresh In,Làm Mới Trong,刷新,,リフレッシュして,Rafraîchir Dans,Erfrischen,Actualizar En,Atualizar Em,تحديث في,Обновить В,새로고침,Rinfrescarsi,ताज़ा करें,I-Refresh Sa,Segarkan,รีเฟรชใน,Yenile
TXT_REFRESH_ITEM_LIST,Refresh Item List,Làm Mới Danh Sách Mặt Hàng,刷新项目列表,刷新項目列表,アイテムリストを更新する,Actualiser La Liste Des Éléments,Artikelliste Aktualisieren,Actualizar La Lista De Elementos,Atualizar Lista De Itens,تحديث قائمة العناصر,Обновить Список Элементов,항목 목록 새로 고침,Aggiornare L'elenco Degli Elementi,आइटम सूची ताज़ा करें,I-Refresh Ang Listahan Ng Item,Menyegarkan Daftar Item,รีเฟรชรายการ,Öğe Listesini Yenile
TXT_REFUND_DESCRIPTION,"Refunds are available within 7 days from purchase.
(Refund is unavailable if the item has been used)","Có thể hoàn tiền trong vòng 7 ngày kể từ thời điểm mua hàng.
(Hoàn tiền không khả dụng nếu mặt hàng đã được sử dụng)","购买后 7 天内可退款。
（商品已使用则无法退款）","購買後 7 天內可退款。
（商品已使用則無法退款）","購入後7日以内であれば返金可能です。
(使用済みの場合は返品不可)","Les remboursements sont disponibles dans les 7 jours suivant l'achat.
(Le remboursement n'est pas disponible si l'article a été utilisé)","Rückerstattungen sind innerhalb von 7 Tagen nach dem Kauf möglich.
(Eine Rückerstattung ist nicht möglich, wenn der Artikel verwendet wurde)","Los reembolsos están disponibles dentro de los 7 días posteriores a la compra.
(El reembolso no está disponible si el artículo ha sido usado)","Os reembolsos estão disponíveis no prazo de 7 dias a partir da compra.
(O reembolso não está disponível se o item tiver sido usado)","المبالغ المستردة متاحة في غضون 7 أيام من الشراء.
(رد الأموال غير متاح إذا تم استخدام العنصر)","Возврат возможен в течение 7 дней с момента покупки.
(Возврат невозможен, если товар был в использовании)","환불은 구매 후 7일 이내 가능합니다.
(상품을 사용한 경우 환불 불가)","I rimborsi sono disponibili entro 7 giorni dall'acquisto.
(Il rimborso non è disponibile se l'articolo è stato utilizzato)","खरीदारी के 7 दिनों के भीतर रिफंड उपलब्ध है।
(यदि वस्तु का उपयोग कर लिया गया है तो रिफंड उपलब्ध नहीं है)","Available ang mga refund sa loob ng 7 araw mula sa pagbili.
(Hindi available ang refund kung nagamit na ang item)","Pengembalian uang tersedia dalam waktu 7 hari sejak pembelian.
(Pengembalian dana tidak tersedia jika item telah digunakan)","สามารถคืนเงินได้ภายใน 7 วันนับจากวันที่ซื้อ
(ไม่สามารถขอคืนเงินได้หากสินค้านั้นถูกใช้ไปแล้ว)","İadeler, satın alma tarihinden itibaren 7 gün içinde yapılabilir.
(Öğe kullanılmışsa iade yapılamaz)"
TXT_REF_BENEFIT,Ref. Benefit,Giới Thiệu Lợi Ích,参考号益处,,参照。利点,Réf. Avantage,Ref. Nutzen,Árbitro. Beneficio,Ref. Beneficiar,المرجع. فائدة,Исх. Выгода,참조 혜택,Rif. Beneficio,रेफरी. फ़ायदा,Ref. Benepisyo,Referensi. Keuntungan,อ้างอิง ผลประโยชน์,Ref. Fayda
TXT_REF_BENEFIT_DES_1,(You do not meet the requirements),(Bạn không đáp ứng được yêu cầu),（您不符合要求）,,(要件を満たしていません),(Vous ne remplissez pas les conditions),(Sie erfüllen die Anforderungen nicht),(No cumples con los requisitos),(Você não atende aos requisitos),(أنت لا تستوفي المتطلبات),(Вы не соответствуете требованиям),(요구사항을 충족하지 않습니다),(Non soddisfi i requisiti),(आप आवश्यकताओं को पूरा नहीं करते),(Hindi mo natutugunan ang mga kinakailangan),(Anda tidak memenuhi persyaratan),(คุณไม่ตรงตามข้อกำหนด),(Şartları karşılamıyorsunuz)
TXT_REF_RACE,Ref. Race,Giới Thiệu Loài ,参考号种族,,参照。人種,Réf. Course,Ref. Wettrennen,Árbitro. Carrera,Ref. Corrida,المرجع. سباق,Исх. Раса,참조 경주,Rif. Gara,रेफरी. दौड़,Ref. Lahi,Referensi. Balapan,อ้างอิง แข่ง,Ref. Irk
TXT_REMAIN,Remain:,Còn lại:,其余：,,残り：,Restant:,Übrig:,Restante:,Restante:,متبقي:,Оставшийся:,남은 금액:,Rimanente:,शेष:,natitira:,Tersisa:,ที่เหลืออยู่:,Geriye kalan:
TXT_REMAINING,Remaining,Còn Lại,其余的,其餘的,残り,Restant,Verblieben,Restante,Restante,متبقي,Оставшийся,남은,Residuo,बचा हुआ,Natitira,Tersisa,ที่เหลืออยู่,Geriye Kalan
TXT_REMAINING_CARDS,Remaining Cards,Thẻ Còn Lại,剩余牌数,,残りのカード,Cartes Restantes,Verbleibende Karten,Cartas Restantes,Cartas Restantes,البطاقات المتبقية,Оставшиеся Карты,남은 카드,Carte Rimanenti,शेष कार्ड,Natitirang Mga Card,Kartu Yang Tersisa,การ์ดที่เหลือ,Kalan Kartlar
TXT_REMAINING_TIME,Remaining Time,Thời Gian Còn Lại,剩余时间,,残り時間,Temps Restant,Verbleibende Zeit,Tiempo Restante,Tempo Restante,الوقت المتبقي,Оставшееся Время,남은 시간,Tempo Rimanente,शेष समय,Natitirang Oras,Waktu Yang Tersisa,เวลาที่เหลืออยู่,Kalan Süre
TXT_REMAINING_TURNS,Remaining Turns,Lượt Còn Lại,剩余匝数,剩餘匝數,残りターン,Tours Restants,Verbleibende Runden,Turnos Restantes,Voltas Restantes,المنعطفات المتبقية,Оставшиеся Ходы,남은 턴,Turni Rimanenti,शेष मोड़,Natitirang Mga Liko,Belokan Yang Tersisa,รอบที่เหลือ,Kalan Dönüşler
TXT_REMOVE,Remove,Loại Bỏ,消除,,取り除く,Retirer,Entfernen,Eliminar,Remover,يزيل,Удалять,제거하다,Rimuovere,निकालना,Tanggalin,Menghapus,ลบ,Kaldırmak
TXT_REMOVE_ADS,Remove Ads,Loại Bỏ Các Quảng Cáo,移除广告,,広告を削除,Supprimez La Pub,Anzeigen Entfernen,Quitar Anuncios,Remover Propagandas,ازالة الاعلانات,Убрать Рекламу,광고를 제거하다,Rimuovere Gli Annunci,विज्ञापन हटाएँ,Alisin Ang Mga Ad,Hilangkan Iklan,ลบโฆษณา,Reklamları Kaldırmak
TXT_REMOVE_ADS_DES,Enjoy the game without annoying advertisement!,Thưởng thức trò chơi mà không có quảng cáo gây phiền nhiễu!,享受游戏，没有烦人的广告！,,煩わしい広告なしでゲームを楽しみましょう！,Profitez du jeu sans publicité ennuyeuse !,Genießen Sie das Spiel ohne lästige Werbung!,¡Disfruta del juego sin publicidad molesta!,Aproveite o jogo sem anúncios irritantes!,استمتع باللعبة دون إعلانات مزعجة!,Наслаждайтесь игрой без надоедливой рекламы!,귀찮은 광고 없이 게임을 즐겨보세요!,Goditi il ​​gioco senza fastidiose pubblicità!,कष्टप्रद विज्ञापन के बिना खेल का आनंद लें!,Tangkilikin ang laro nang walang nakakainis na ad!,Nikmati permainan tanpa iklan yang mengganggu!,สนุกกับเกมโดยไม่มีโฆษณาน่ารำคาญ!,Can sıkıcı reklamlar olmadan oyunun tadını çıkarın!
TXT_RENT,Rent,Thuê,租,,家賃,Louer,Mieten,Alquilar,Aluguel,إيجار,Арендовать,임차료,Affitto,किराया,Upa,Menyewa,เช่า,Kira
TXT_RENT_HERO,Rent Hero,Thuê Anh Hùng,出租英雄,,レンタルヒーロー,Louer Un Héros,Helden Mieten,Héroe De Alquiler,Alugar Herói,بطل الإيجار,Арендовать Героя,영웅을 임대하다,Affitta Eroe,किराया हीरो,Magrenta Ng Bayani,Sewa Pahlawan,เช่าฮีโร่,Kiralık Kahraman
TXT_REQUEST_WITHDRAW,REQUEST WITHDRAW,Yêu Cầu Rút Tiền,请求撤回,,撤回を要求する,Demande De Retrait,Antrag Auf Rücknahme Stellen,Solicitar Retiro,Solicitar Retirada,طلب الانسحاب,Запрос На Вывод,철회 요청,Richiedere Il Ritiro,वापस लेने का अनुरोध करें,Humiling Na Bawiin,Meminta Penarikan,ขอถอนตัว,Çekilme Isteği
TXT_REQUIREMENT_UNLOCK_FRIEND,{x} friends,{x} bạn bè,{x} 个朋友,,{x} 人の友達,{x} amis,{x} Freunde,{x} amigos,{x} amigos,{x} أصدقاء,{x} друзей,친구 {x}명,{x} amici,{x} दोस्तों,{x} kaibigan,{x} teman,เพื่อน {x} คน,{x} arkadaş
TXT_REQUIRE_HERO_DES,Atleast 5 heroes in team required to join. Visit Market or Shop to get ready!,Cần có ít nhất 5 anh hùng trong đội để tham gia. Hãy ghé thăm Chợ hoặc Cửa hàng để sẵn sàng!,队伍中至少需要 5 名英雄才能加入。前往市场或商店做好准备！,,参加するにはチームに少なくとも 5 人のヒーローが必要です。マーケットやショップに行って準備をしましょう！,Au moins 5 héros dans l'équipe doivent se joindre. Visitez le marché ou la boutique pour vous préparer !,"Für den Beitritt sind mindestens 5 Helden im Team erforderlich. Besuchen Sie den Markt oder den Laden, um sich vorzubereiten!",Se requieren al menos 5 héroes en el equipo para unirse. ¡Visite el mercado o la tienda para prepararse!,São necessários pelo menos 5 heróis na equipe para participar. Visite o Mercado ou a Loja para se preparar!,مطلوب على الأقل 5 أبطال في الفريق للانضمام. قم بزيارة السوق أو المتجر للاستعداد!,"Для присоединения в команде требуется минимум 5 героев. Посетите рынок или магазин, чтобы подготовиться!",참가하려면 팀에 최소 5명의 영웅이 필요합니다. 시장이나 상점을 방문하여 준비하세요!,Sono necessari almeno 5 eroi nella squadra per unirsi. Visita il mercato o il negozio per prepararti!,टीम में कम से कम 5 नायकों का शामिल होना आवश्यक है। तैयार होने के लिए बाज़ार या दुकान पर जाएँ!,Hindi bababa sa 5 bayani sa koponan ang kinakailangang sumali. Bisitahin ang Market o Shop para maghanda!,Setidaknya 5 pahlawan dalam tim diperlukan untuk bergabung. Kunjungi Pasar atau Toko untuk bersiap-siap!,ต้องมีฮีโร่อย่างน้อย 5 คนในทีมจึงจะเข้าร่วมได้ เยี่ยมชมตลาดหรือร้านค้าเพื่อเตรียมพร้อม!,Katılmak için takımda en az 5 kahraman gereklidir. Hazırlanmak için Marketi veya Mağazayı ziyaret edin!
TXT_RESEARCH_COMPLETED,Research Completed,Nghiên Cứu Đã Hoàn Thành,研究完成,,研究が完了しました,Recherche Terminée,Recherche Abgeschlossen,Investigación Completada,Pesquisa Concluída,اكتمل البحث,Исследование Завершено,연구 완료,Ricerca Completata,शोध पूरा हुआ,Natapos Ang Pananaliksik,Penelitian Selesai,การวิจัยเสร็จสมบูรณ์,Araştırma Tamamlandı
TXT_RESET,Reset,Cài Lại,重置,重置,リセット,Réinitialiser,Zurücksetzen,Reiniciar,Reiniciar,إعادة ضبط,Перезагрузить,초기화,Ripristina,रीसेट,I-Reset,Mengatur Ulang,รีเซ็ต,Sıfırla
TXT_RESTORE_PURCHASED,Restore Purchased,Khôi Phục Đã Mua,恢复购买,,購入したものを復元する,Restaurer Acheté,Wiederherstellung Gekauft,Restaurar Comprado,Restaurar Comprado,استعادة شراؤها,Восстановить Купленное,구입한 복원,Ripristino Acquistato,खरीदे गए को पुनर्स्थापित करें,Ibalik Ang Binili,Memulihkan Yang Dibeli,คืนค่าการซื้อ,Satın Alınanı Geri Yükle
TXT_RESTORE_PURCHASED_ITEM,Restore Purchased Item,Khôi Phục Hàng Đã Mua,恢复购买的物品,恢復購買的物品,購入したアイテムを復元する,Restaurer L'article Acheté,Gekauften Artikel Wiederherstellen,Restaurar El Artículo Comprado,Restaurar Item Comprado,استعادة العنصر الذي تم شراؤه,Восстановить Купленный Товар,구매한 아이템 복원,Ripristinare L'articolo Acquistato,खरीदी गई वस्तु को पुनर्स्थापित करें,Ibalik Ang Biniling Item,Mengembalikan Barang Yang Dibeli,กู้คืนรายการที่ซื้อ,Satın Alınan Öğeyi Geri Yükle
TXT_RESULT,Result,Kết Quả,结果,,結果,Résultat,Ergebnis,Resultado,Resultado,نتيجة,Результат,결과,Risultato,परिणाम,Resulta,Hasil,ผลลัพธ์,Sonuç
TXT_REWARD,Reward,Phần Thưởng,报酬,,褒美,Récompense,Belohnen,Premio,Recompensa,جائزة,Награда,보상,Ricompensa,इनाम,Gantimpala,Hadiah,รางวัล,Ödül
TXT_REWARD_LIST_BY_TIERS,Reward List by Tiers,Danh sách phần thưởng theo bậc,按等级划分的奖励列表,按等級劃分的獎勵列表,階層別報酬一覧,Liste des récompenses par niveaux,Belohnungsliste nach Stufen,Lista de recompensas por niveles,Lista de recompensas por níveis,قائمة المكافآت حسب المستويات,Список наград по уровням,등급별 보상 목록,Elenco delle ricompense per livelli,स्तरों द्वारा पुरस्कार सूची,Listahan ng Gantimpala ayon sa Mga Tier,Daftar Hadiah berdasarkan Tingkatan,รายการรางวัลตามระดับ,Kademelere Göre Ödül Listesi
TXT_REWARD_TIERS_DESCRIPTION,"Check-in reward resets daily at 00:00(UTC).
The amount of reward differs by tier.","Đặt lại phần thưởng điểm danh hằng ngày lúc 00:00 (UTC).
Số lượng phần thưởng khác nhau theo bậc.","签到奖励每天 00:00(UTC) 重置。
奖励金额因等级而异。","簽到獎勵每天 00:00(UTC) 重置。
獎勵金額因等級而異。","チェックイン特典は毎日 00:00 (UTC) にリセットされます。
報酬の額はティアによって異なります。","La récompense d'enregistrement est réinitialisée quotidiennement à 00h00 (UTC).
Le montant de la récompense diffère selon le niveau.","Die Check-in-Prämie wird täglich um 00:00 Uhr (UTC) zurückgesetzt.
Die Höhe der Belohnung variiert je nach Stufe.","La recompensa de check-in se reinicia todos los días a las 00:00 (UTC).
La cantidad de recompensa difiere según el nivel.","A recompensa de check-in é redefinida diariamente às 00:00 (UTC).
A quantidade de recompensa difere por nível.","يتم إعادة تعيين مكافأة تسجيل الوصول يوميًا الساعة 00:00 (التوقيت العالمي المنسق).
يختلف مقدار المكافأة حسب المستوى.","Награда за регистрацию сбрасывается ежедневно в 00:00 (UTC).
Сумма вознаграждения зависит от уровня.","출석 보상은 매일 00:00(UTC)에 초기화됩니다.
보상 금액은 등급별로 다릅니다.","Il premio per il check-in viene azzerato ogni giorno alle 00:00 (UTC).
L'importo della ricompensa varia in base al livello.","चेक-इन रिवॉर्ड प्रतिदिन 00:00(UTC) पर रीसेट होता है।
इनाम की राशि स्तर के अनुसार भिन्न होती है।","Ang reward sa check-in ay nagre-reset araw-araw sa 00:00(UTC).
Ang halaga ng reward ay nag-iiba ayon sa tier.","Hadiah check-in disetel ulang setiap hari pada pukul 00:00(UTC).
Jumlah hadiah berbeda berdasarkan tingkatan.","รางวัลเช็คอินจะรีเซ็ตทุกวันเวลา 00:00 น. (UTC)
จำนวนรางวัลจะแตกต่างกันไปตามระดับ","Check-in ödülü her gün 00:00'da (UTC) sıfırlanır.
Ödül miktarı kademeye göre değişir."
TXT_REWARD_UNLOCKED_DES,*Reward is unlocked when we reach {x} players,*Phần thưởng được mở khóa khi chúng tôi tiếp cận được {x} người chơi,*当我们达到 {x} 位玩家时，奖励就会解锁,,*プレイヤーが {x} 人に到達すると、報酬がアンロックされます,*La récompense est débloquée lorsque nous atteignons {x} joueurs,"*Die Belohnung wird freigeschaltet, wenn wir {x} Spieler erreichen",*La recompensa se desbloquea cuando llegamos a {x} jugadores,*A recompensa é desbloqueada quando alcançamos {x} jogadores,*يتم فتح المكافأة عندما نصل إلى عدد {x} من اللاعبين,"*Награда разблокируется, когда мы достигнем {x} игроков.",*플레이어가 {x}명에 도달하면 보상이 잠금 해제됩니다.,*Il premio viene sbloccato quando raggiungiamo {x} giocatori,*जब हम {x} खिलाड़ियों तक पहुंचते हैं तो इनाम अनलॉक हो जाता है,*Naka-unlock ang reward kapag naabot namin ang {x} na mga manlalaro,*Hadiah terbuka saat kami mencapai {x} pemain,*รางวัลจะถูกปลดล็อคเมื่อเรามีผู้เล่นถึง {x} คน,*{x} oyuncuya ulaştığımızda ödülün kilidi açılır
TXT_RISING_POWER,RISING POWER,Sức Mạnh Ngày Càng Tăng,崛起的力量,,上昇する力,Puissance Montante,Steigende Macht,Poder Creciente,Poder Crescente,القوة الصاعدة,Растущая Мощь,상승하는 힘,Potere Crescente,बढ़ती शक्ति,Tumataas Na Kapangyarihan,Kekuatan Yang Meningkat,พลังที่เพิ่มขึ้น,Artan Güç
TXT_ROUND_X,Round {x},Vòng {x},回合 {x},回合 {x},ラウンド {x},Tour {x},Runde {x},Ronda {x},Rodada {x},جولة {س},раунд {x},라운드 {x},Turno {x},गोल {x},Round {x},Putaran {x},รอบ {x},{x}. Tur
TXT_RULE,Rule,Luật Lệ,规则,,ルール,Règle,Regel,Regla,Regra,قاعدة,Правило,규칙,Regola,नियम,Tuntunin,Aturan,กฎ,Kural
TXT_SCOOP_OF_DIAMONDS,Scoop Of Diamonds,Muỗng Kim Cương,一勺钻石,,ダイヤモンドのスクープ,Boule De Diamants,Kugel Diamanten,Cucharada De Diamantes,Colher De Diamantes,مغرفة من الماس,Совок С Бриллиантами,다이아몬드 한 숟갈,Pallina Di Diamanti,हीरों का स्कूप,Scoop Ng Diamante,Sendok Berlian,ตักเพชร,Elmas Kepçe
TXT_SCREEN_ORIENTATION,Screen Orientation,Hướng Màn Hình,屏幕方向,屏幕方向,画面の向き,Orientation De L'écran,Bildschirmausrichtung,Orientación De La Pantalla,Orientação Da Tela,اتجاه الشاشة,Ориентация Экрана,화상 설명회,Orientamento Schermo,स्क्रीन अनुकूलन,Screen Orientation,Orientasi Layar,การวางแนวหน้าจอ,Ekran Yönü
TXT_SEARCHING_OPPONENT,Searching for an opponent...,Tìm đối thủ...,寻找对手...,尋找對手...,対戦相手を探しています...,A la recherche d'un adversaire...,Auf der Suche nach einem Gegner...,Buscando un oponente...,Procurando um adversário...,البحث عن خصم ...,Ищем соперника...,상대를 찾는 중...,Alla ricerca di un avversario...,प्रतिद्वंदी की तलाश है...,Naghahanap ng kalaban...,Mencari lawan...,ค้นหาคู่ต่อสู้...,Rakip aranıyor...
TXT_SEARCH_TRAIL,The search results for the keyword <color=#{p0}>'{p1}'</color>,Kết quả tìm kiếm với từ khóa <color=#{p0}> '{p1}'</color> ,关键字 <color=#{p0}> '{p1}'</color> 的搜索结果 ,,キーワード <color=#{p0}> '{p1}'</color> の検索結果 ,Les résultats de recherche pour le mot-clé <color=#{p0}> '{p1}'</color> ,Die Suchergebnisse für das Schlüsselwort <color=#{p0}> '{p1}'</color> ,Los resultados de búsqueda para la palabra clave <color=#{p0}> '{p1}'</color> ,Os resultados da pesquisa para a palavra-chave <color=#{p0}> '{p1}'</color> ,نتائج البحث عن الكلمة الأساسية <color=#{p0}> '{p1}'</color> ,Результаты поиска по ключевому слову <color=#{p0}> '{p1}'</color> ,키워드 <color=#{p0}> '{p1}'</color>에 대한 검색 결과입니다. ,I risultati della ricerca per la parola chiave <color=#{p0}> '{p1}'</color> ,कीवर्ड <color=#{p0}> '{p1}'</color> के लिए खोज परिणाम ,Ang mga resulta ng paghahanap para sa keyword <color=#{p0}> '{p1}'</color> ,Hasil pencarian untuk kata kunci <color=#{p0}> '{p1}'</color> ,ผลลัพธ์การค้นหาสำหรับคำหลัก <color=#{p0}> '{p1}'</color> ,<color=#{p0}> '{p1}'</color> anahtar kelimesi için arama sonuçları 
TXT_SEASON_PASS,Season Pass,Vé Mùa Giải,季票,季票,シーズンパス,Carte De Saison,Saisonkarte,Pase De Temporada,Passe De Temporada,مرور الموسم,Сезонный Билет,시즌 패스,Pass Stagionale,मौसम के पास,Season Pass,Tiket Masuk Musim,ผ่านฤดูกาล,Sezon Geçişi
TXT_SEASON_PASS_DESCRIPTION,"You can earn Season Points by playing Battle.
Unlock the Pass Rewards with claimed Points!
(Hero newly added during a season is available from the next season.)","Bạn có thể kiếm Điểm mùa giải bằng cách chơi Battle.
Mở khóa Phần thưởng Pass với số Điểm đã được xác nhận!
(Anh hùng mới được thêm vào trong một mùa giải sẽ có sẵn từ mùa giải tiếp theo.)","您可以通过玩战斗来赚取赛季积分。
使用已领取的积分解锁通行证奖励！
（赛季中新添加的英雄可以从下赛季开始使用。）",,"バトルをプレイするとシーズンポイントを獲得できます。
獲得したポイントでパス報酬のロックを解除しましょう!
(シーズン中に新たに追加されたヒーローは次のシーズンから使用可能です。)","Vous pouvez gagner des points de saison en jouant à Battle.
Débloquez les récompenses Pass avec les points réclamés !
(Le héros nouvellement ajouté au cours d'une saison est disponible à partir de la saison suivante.)","Sie können Saisonpunkte verdienen, indem Sie Battle spielen.
Schalten Sie die Pass-Prämien mit den gesammelten Punkten frei!
(Während einer Saison neu hinzugefügte Helden sind ab der nächsten Saison verfügbar.)","Puedes ganar puntos de temporada jugando Battle.
¡Desbloquee las recompensas del pase con los puntos reclamados!
(El héroe recién agregado durante una temporada estará disponible a partir de la próxima temporada).","Você pode ganhar pontos de temporada jogando Battle.
Desbloqueie as recompensas do passe com pontos reivindicados!
(O herói recém-adicionado durante uma temporada estará disponível a partir da próxima temporada.)","يمكنك ربح نقاط الموسم من خلال لعب Battle.
افتح مكافآت المرور بالنقاط المطالب بها!
(البطل الذي تمت إضافته حديثًا خلال الموسم سيكون متاحًا اعتبارًا من الموسم التالي.)","Вы можете заработать сезонные очки, играя в Battle.
Разблокируйте награды Pass с заявленными очками!
(Герой, недавно добавленный в течение сезона, доступен со следующего сезона.)","배틀을 플레이하면 시즌 포인트를 얻을 수 있습니다.
획득한 포인트로 패스 보상을 잠금 해제하세요!
(한 시즌에 새로 추가된 영웅은 다음 시즌부터 이용 가능합니다.)","Puoi guadagnare punti stagionali giocando a Battaglia.
Sblocca i premi del Pass con i punti richiesti!
(L'eroe appena aggiunto durante una stagione è disponibile dalla stagione successiva.)","आप बैटल खेलकर सीज़न पॉइंट अर्जित कर सकते हैं।
दावा किए गए अंकों के साथ पास पुरस्कार अनलॉक करें!
(सीज़न के दौरान नया जोड़ा गया हीरो अगले सीज़न से उपलब्ध है।)","Maaari kang makakuha ng Season Points sa pamamagitan ng paglalaro ng Battle.
I-unlock ang Pass Rewards gamit ang mga na-claim na Points!
(Ang bagong idinagdag na bayani sa isang season ay available sa susunod na season.)","Anda bisa mendapatkan Poin Musim dengan memainkan Pertempuran.
Buka Pass Rewards dengan Poin yang diklaim!
(Pahlawan yang baru ditambahkan selama satu musim tersedia mulai musim berikutnya.)","คุณสามารถรับคะแนนฤดูกาลได้จากการเล่น Battle
ปลดล็อกรางวัล Pass ด้วยคะแนนที่อ้างสิทธิ์!
(ฮีโร่ที่เพิ่มเข้ามาใหม่ในซีซั่นหนึ่งจะมีให้ตั้งแต่ซีซั่นหน้า)","Savaş oynayarak Sezon Puanları kazanabilirsiniz.
Alınan Puanlarla Geçiş Ödüllerinin kilidini açın!
(Bir sezon boyunca yeni eklenen kahraman bir sonraki sezondan itibaren kullanılabilir.)"
TXT_SEASON_PREMIUM_PASS,Season Premium Pass,Vé Mùa Cao Cấp,季节高级通行证,季節高級通行證,シーズンプレミアムパス,Pass Premium Saison,Saison-Premium-Pass,Pase Premium De Temporada,Passe Premium De Temporada,قسيمة الموسم المميزة,Сезонный Премиальный Абонемент,시즌 프리미엄 패스,Abbonamento Premium Stagionale,सीज़न प्रीमियम पास,Season Premium Pass,Tiket Premium Musim,บัตรผ่านพรีเมี่ยมตามฤดูกาล,Sezonluk Premium Geçiş
TXT_SEASON_TITLE,Water Soul Season,Mùa Hồn Nước,水魂季节,水魂季節,水魂の季節,Saison De L'âme De L'eau,Wasserseelensaison,Temporada De Alma De Agua,Estação Da Alma Da Água,موسم روح الماء,Сезон Души Воды,물의 영혼 시즌,Stagione Dell'anima Acquatica,जल आत्मा ऋतु,Panahon Ng Kaluluwa Ng Tubig,Musim Jiwa Air,ฤดูวิญญาณน้ำ,Su Ruhu Mevsimi
TXT_SEASON_X,Season {x},Mùa {x},第 {x} 季,,シーズン {x},Saison {x},Staffel {x},Temporada {x},Temporada {x},الموسم {x},сезон {x},시즌 {x},Stagione {x},सीज़न {x},Season {x},Musim {x},ฤดูกาล {x},Sezon {x}
TXT_SEE_THE_BONUSES,See the bonuses,Xem quà thưởng,查看奖金,,ボーナスを見る,Voir les bonus,Sehen Sie sich die Boni an,Ver los bonos,Veja os bônus,انظر المكافآت,Посмотреть бонусы,보너스 보기,Guarda i bonus,बोनस देखें,Tingnan ang mga bonus,Lihat bonusnya,ดูโบนัส,Bonusları görün
TXT_SELECTION,Selection,Lựa Chọn,选择,,選択,Sélection,Auswahl,Selección,Seleção,اختيار,Выбор,선택,Selezione,चयन,Pagpili,Pilihan,การเลือก,Seçim
TXT_SELECT_YOUR_HERO,Select your Hero.,Chọn Anh hùng của bạn.,选择你的英雄。,,あなたのヒーローを選択してください。,Sélectionnez votre héros.,Wähle deinen Helden.,Selecciona tu héroe.,Selecione seu herói.,اختر بطلك.,Выберите своего героя.,당신의 영웅을 선택하세요.,Seleziona il tuo eroe.,अपना हीरो चुनें.,Piliin ang iyong Bayani.,Pilih Pahlawan Anda.,เลือกฮีโร่ของคุณ,Kahramanınızı seçin.
TXT_SELL_ALL,Sell All,Bán Tất Cả,全部卖掉,,全部売る,Vendre Tout,Alles Verkaufen,Vender Todo,Vender Tudo,بيع كل شيء,Продать Все,모두 팔다,Vendere Tutto,सब बेच दो,Ibenta Lahat,Menjual Semuanya,ขายทั้งหมด,Hepsini Sat
TXT_SELL_NOW,Sell Now,Bán Ngay Bây Giờ,现在出售,,今すぐ売る,Vendre Maintenant,Jetzt Verkaufen,Vender Ahora,Vender Agora,بيع الآن,Продать Сейчас,지금 팔다,Vendi Adesso,अभी बेचें,Ibenta Ngayon,Jual Sekarang,ขายตอนนี้,Şimdi Sat
TXT_SEND,Send,Gửi,发送,,送信,Envoyer,Schicken,Enviar,Enviar,يرسل,Отправлять,보내다,Inviare,भेजना,Ipadala,Mengirim,ส่ง,Göndermek
TXT_SERVICE,Service,Dịch Vụ,服务,,サービス,Service,Service,Servicio,Serviço,خدمة,Услуга,서비스,Servizio,सेवा,Serbisyo,Melayani,บริการ,Hizmet
TXT_SERVICE_FEE,Service Fee,Phí Dịch Vụ,服务费,,サービス料,Frais De Service,Servicegebühr,Tarifa De Servicio,Taxa De Serviço,رسوم الخدمة,Плата За Обслуживание,서비스 요금,Tassa Di Servizio,सेवा -शुल्क,Bayad Sa Serbisyo,Biaya Layanan,ค่าบริการ,Servis Ücreti
TXT_SETTINGS,Settings,Cài Đặt,设置,設置,設定,Paramètres,Einstellungen,Ajustes,Configurações,إعدادات,Настройки,설정,Impostazioni,समायोजन,Mga Setting,Pengaturan,การตั้งค่า,Ayarlar
TXT_SHAFT_MANAGER,Shaft Manager,Quản Lý Trục,井道经理,,シャフトマネージャー,Gestionnaire De Puits,Schachtmanager,Administrador Del Eje,Gerente De Eixo,مدير رمح,Менеджер Шахты,샤프트 관리자,Gestore Del Pozzo,शाफ्ट प्रबंधक,Tagapamahala Ng Baras,Manajer Poros,ผู้จัดการเพลา,Şaft Yöneticisi
TXT_SHIELD,Shield,Cái Khiên,盾,,シールド,Bouclier,Schild,Blindaje,Escudo,درع,Щит,방패,Scudo,कवच,Kalasag,Tameng,โล่,Kalkan
TXT_SHOP,Shop,Cửa Hàng,店铺,店鋪,店,Boutique,Geschäft,Comercio,Comprar,محل,Магазин,가게,Negozio,दुकान,Tindahan,Toko,ร้านค้า,Mağaza
